RENTA_FIJA,CETES_28,VISTA,CEDEVIS,CARSO,FRESNILLO,MXN/USD
,,-0.008029197,0,0.070909091,0.022078752,-0.002898186
,,0.037093111,0.000812348,-0.012567325,0.001036825,0.002373383
,,0.030823254,0.000813008,0.012727273,-0.016318482,0.018665863
,,0.039756592,-0.001218027,0.014760148,0.013087878,-0.002622962
,,-0.00804829,0.001219512,0.005565863,0.012201712,-0.004402258
,,-0.023959152,0,0.020833333,-0.010691683,0.006866445
,,-0.016608729,0.00203666,0,0.000345012,0.003990584
,,0.024535022,-0.000814001,0.013435701,0.046182999,-0.008320503
,,-0.054973822,0.004497138,0,0.00435019,-0.019429699
,,-0.002238806,-0.000408664,0,-0.009337403,0.009046564
,,-0.00482733,-0.002852486,0.007736944,-0.009955556,-0.00312488
,,0.007859281,0.000407664,-0.026365348,0.000355682,0.012416052
,,-0.021603808,-0.002034174,0.019193858,-0.011601336,0.006395755
,,0.045558959,-0.000406669,-0.045787546,-0.010763533,0.017650068
,,0.009663703,0.000814001,-0.025,-0.013381599,0.010297082
,,-0.01410061,-0.000406835,0.038961039,0.022094022,-0.011736996
,,0.040444092,-0.000406669,-0.02,0.038571507,-0.006159504
,,0.012851406,-0.000812678,0.055662188,-0.02136874,0.014471441
,,-0.006384677,0.001220504,-0.013257576,0.015198118,0.005899858
,,0.003202562,0.001629992,-0.020408163,0.02787748,0.012618903
,,-0.011476059,-0.001221001,0.080160321,0.054891805,-0.000623271
,,0.000792079,0,-0.027290448,0.001571925,0.008429276
,,-0.009415457,-0.001219512,0,-0.007023979,-0.003307866
,,-0.014688829,0.000406669,-0.020992366,-0.001558452,-0.002930411
,,0.024148852,0,0.041749503,-0.023567679,0.00292728
,,-0.009023146,0.001221498,0.022357724,0.001142596,-0.001373932
,,-0.011632416,0.001222992,0.008196721,-0.02811349,-0.001127106
,,0.032425941,-0.000407498,-0.008130081,0.001854221,-0.007638233
,,-0.00040016,0.000407664,0,-0.017829175,-0.00724917
,,0.004421222,-0.001221498,0.022869023,0.009560581,-0.01111699
,,-0.005992809,-0.000407,-0.014344262,-0.033736609,0.001276041
,,-0.030220845,0.001222494,-0.029821074,0.008600763,-0.001490288
,,-0.011111111,-0.001221001,0.039256198,0.000358494,0.013332027
,,0.015169195,-0.000406835,0.014675052,-0.040898776,0.010142649
,,0.015402844,0,-0.051689861,-0.015220004,0.003722686
,,-0.021638331,0.000814332,-0.019493177,-0.044006733,0.011485488
,,-0.015595283,-0.000407,-0.020992366,0.019470019,0.010108851
,,0.001142422,0.001222494,0.005758157,-0.01270648,-0.005492809
,,0.003055768,0.004091653,0,-0.01411708,0.005793397
,,0.004219409,0,0.044088176,-0.014248397,-0.001705243
,,-0.024326347,-0.000817661,-0.007952286,0.013477738,-0.0022131
,,-0.009636768,-0.000408664,0.030737705,-0.003836011,7.73E-05
,,0.038491147,-0.001631987,0,0.001280307,-0.007030313
,,0.037539936,-0.000815328,-0.008130081,-0.006360817,-0.005493472
,,-0.085797736,-0.001628002,-0.006060606,0.000955034,-0.001613121
,,0.026227051,-0.000813339,0,0.017145355,-0.004368521
,,0.019480519,0,0.037735849,-0.016543269,0.002676145
,,0.034373765,-0.001624036,-0.008316008,-0.011645291,-0.003617523
,,0.052390852,0.000406174,-0.006198347,0.004108399,0.004195181
,,0.024712399,0,0.014675052,0.032617564,0.003687259
,,-0.028961523,0.001220008,0.014893617,0.016570737,0.002931323
,,-0.000413565,0.00203749,-0.008438819,-0.004606545,-0.007138382
,,0.002487562,0.00122399,0,0.010662973,-0.002074543
,,-0.00903862,0.00081666,-0.006289308,-0.036000965,0.003012754
,,0.019689987,0.000408497,-0.008316008,-0.006710873,0.00031075
,,0.017043034,0,0,0.001279898,-0.013517109
,,-0.026141079,-0.00040833,0,0.024907356,0.015858467
,,0.033004715,0.001635992,0.03887689,0.021421274,0.009849703
,,-0.010182435,0.000818666,-0.014893617,-0.005993307,0.00735193
,,-0.047676768,0.000819336,0,-0.009547208,0.002444651
,,0.026970954,0.000409836,0.129807692,-0.007852632,-0.002647337
,,0.005843072,-0.000409668,-0.023474178,0.003282671,-0.008807937
,,0.045831515,0.000820008,0.031476998,0.000656965,-0.001478634
,,0.01776988,0,0,-0.024340998,0.0042051
,,0.01533604,0.000410172,-0.007211538,-0.032240556,-0.006056921
,,-0.015541741,0.000410341,0.017114914,-0.014066418,0.005538407
,,-0.036371416,-0.001229508,0,-0.021820738,0.004729613
,,0.002574003,-0.001227998,-0.023866348,0.002098227,0.001116551
,,-0.002994012,0.000819336,0,0.000599853,-0.002251903
,,0.034971226,0.000820008,0.014527845,0.010302562,-0.000202511
,,0.025885559,0.002054232,0.017241379,0.018187708,-0.005997454
,,0.017090069,0.00123406,0.007444169,-0.042226885,0.002183497
,,0.006040892,-0.001232539,-0.007389163,0.000591349,-0.013151192
,,0.0411224,-0.000821018,0.03307888,0,0.001043346
,,-0.025,0.004536082,-0.007575758,-0.007919979,-0.00237995
,,0.000471921,0,-0.017369727,0.001763098,-0.01049038
,,0.003314394,0.000412541,0.044041451,-0.015620028,0.016378499
,,-0.036935705,-0.000412371,-0.025252525,0.021571467,-0.001292141
,,0.014807959,0.000825423,0.1,0.045055895,-0.001507181
,,0.048011639,-0.000412541,-0.042553191,-0.000925583,-0.004907854
,,0.019782394,0.001239157,0,-0.011286682,0.000998908
,,0.000990099,-0.000412882,0.053221289,0.005212805,0.002735473
,,-0.013671875,0,0.02,-0.012998805,-0.00171332
,,0.019920319,0.00165426,0.008645533,0.007915929,-0.002519759
,,-0.038314176,0.000827815,0.020588235,-0.005143924,-0.002037312
,,-0.018796992,-0.00082713,-0.020172911,-0.008127267,0.000477541
,,0.005671078,0,-0.008571429,0.007887991,0.000967665
,,-0.004703669,0.001242236,0,-0.006330736,-0.002883
,,-0.02789209,0.00041425,0,-0.013677653,0.006423119
,,0.039942939,0.000414422,-0.019607843,-0.010576329,0.000895827
,,0.030377266,0.001244813,0.008474576,-0.001468817,-0.005647349
,,0.074776198,0,0,-0.013332947,0.003007352
,,-0.033095723,0.00041511,0,-0.030598483,-0.005447629
,,-0.022885572,0.00083091,0.011428571,-0.006698298,-0.005400878
,,0.008529854,0.00124792,-0.011299435,-0.01780452,0.001619995
,,-0.047323136,0.000832639,0.050445104,0.013319444,-0.007151679
,,0.028009828,0.000416493,0.008982036,0.00896861,0.002747569
,,0.010928962,-0.000832293,0,0.019122835,-0.003352622
,,-0.036381044,0.00041632,0,-0.01518966,-0.003090447
,,-0.021545667,-0.000831947,0.027692308,-0.012760344,-0.001890748
,,0.011848341,-0.0004158,-0.026946108,-0.018921386,-0.003472361
,,-0.022695692,0,-0.008902077,0.00218433,-0.00983553
,,0.001391466,0.000415973,0.03058104,-0.021101727,0.00501892
,,-0.038358608,-0.001246365,0.012383901,-0.016029561,0.005278893
,,0.001339884,-0.001244813,-0.012232416,-0.031803425,-0.006326285
,,-0.000446429,0,-0.012084592,-0.006576867,-0.008577744
,,0.044776119,0.001246365,0.018461538,-0.012230773,0.000319874
,,-0.011981567,-0.001244813,0.015625,0.031946987,-0.008303327
,,0.009302326,0.00166251,-0.003115265,-0.012212671,0.005635773
,,0.014150943,0.0025,-0.00619195,-0.015039386,0.009890917
,,0.029626032,0.001251564,0.018927445,0.016045371,-0.002323195
,,-0.010096154,0,-0.009375,-0.026295543,0.008358352
,,-0.017477563,-0.00125,0,0.023613846,0.006870019
,,-0.000472144,0.005446167,0.025641026,0.019410561,-0.004036948
,,0.070237494,0.001258389,0.02295082,0.00311745,-0.004326055
,,-0.019326065,0.003367003,0.073943662,0.028564558,-0.000822522
,,0.020738493,-0.002518892,-0.050167224,0.004024253,0.002513577
,,0.025947068,0.004215852,0.013559322,-0.002942435,-0.009926355
,,0.043878657,-0.001263158,-0.003378378,0.026906014,-0.003394814
,,0.099463967,0.002532714,-0.02310231,0.013347251,0.001967807
,,-0.022131625,-0.000843526,0.041237113,-0.003315346,-0.009533621
,,-0.008087811,-0.000842815,0.039285714,-0.015298665,0.002876131
,,-0.002880184,0.001688476,-0.014084507,-0.003267573,-0.007015112
,,0.037037037,0.003813559,0.007092199,0.011011852,0.001944715
,,0.028255528,-0.000423549,0.007142857,0.017065659,-0.004138931
,,-0.04403993,-0.001691332,0.037037037,-0.039247861,-0.001695852
,,0.045426642,0.000423012,-0.01459854,0.047892882,0.000762886
,,-0.076006807,0.001694915,-0.003636364,0.017481464,0.004497951
,,0.015552995,-0.000423549,0.026119403,-0.053956151,0.000522257
,,-0.037694013,0.001272265,-0.02189781,0.001358548,-0.000566383
,,-0.054507338,-0.000423908,-0.014388489,-0.014460154,-0.001983951
,,-0.005213764,0.001698514,-0.007142857,0.034904183,-0.001007585
,,0.003663004,0.000424809,-0.037800687,0.01346721,-0.001315877
,,-0.023505365,0.000424989,0.043010753,-0.001402328,0.001273265
,,0.013989637,0.000850702,-0.034602076,0.00734567,0.002697722
,,0.032085561,0.000425532,-0.033444816,-0.068393278,-0.002811912
,,-0.013192612,0.000851789,0.013559322,-0.01934543,-0.006653104
,,0.050443459,0,-0.029605263,0.010168696,0.000577669
,,-0.015821058,0.000426076,-0.019354839,-0.013617952,-0.008498661
,,0.054054054,0.000852878,0,0.019374205,0.011800094
,,-0.030657748,-0.003399915,0.047297297,-0.000510966,0.000635113
,,0.040603248,-0.002543451,0.017182131,-0.006508213,0.003630519
,,-0.029825549,0,-0.003424658,-0.009029229,-0.002857427
,,0.017172295,-0.00127011,-0.016835017,-0.00460936,-0.000662793
,,-0.037465565,0,0.020618557,-0.017149563,-0.008059258
,,-0.018918919,-0.001268499,-0.006825939,-0.019051038,-0.00710983
,,0.003798155,-0.000422654,0.01384083,0.006466162,-0.007279482
,,0.039481105,0.002117747,-0.010273973,0.002498002,0.001492683
,,0.046635183,0.001697073,-0.016835017,0.015460714,-0.002885077
,,0.026666667,0,0.003378378,-0.005787854,-0.007057375
,,-0.024822695,-0.000424088,-0.026315789,-0.00100776,-0.011758045
,,0.028571429,0.000848896,0.013333333,0.004797165,-0.000624025
,,0.061975468,-0.000424268,0.003344482,-0.013719664,-0.00461647
,,-0.001289491,0,-0.019672131,-0.022919386,0.019015486
,,-0.007042254,0.000424448,0.013289037,-0.010846746,-0.009957409
,,-0.023139462,0.000424628,-0.009868421,0.002418906,0.022919009
,,0.005660377,0.00127551,0,0.012974284,0.01941554
,,0.012738854,-0.002121341,-0.003278689,0.009398612,0.005092897
,,-0.0266584,0.000424448,0,-0.00098835,-0.008241561
,,-0.016463415,-0.002117747,0.016666667,-0.013876368,0.005735002
,,-0.017964072,-0.000846382,0,-0.017934698,-5.55E-06
,,0.027060271,0,0,-0.02654321,-0.006272757
,,-0.025179856,0.001271186,-0.00990099,-0.011273736,-0.002421574
,,0.027726433,0.000848176,-0.006557377,0.010225686,-0.009528586
,,0.006199628,-0.000847458,0,-0.020934418,-0.003417048
,,0.039304124,0.000423908,0.00660066,0.00825687,0.000293442
,,-0.076740036,0.004257131,0.02020202,-0.049106753,-0.000456256
,,0.006586826,0.000852152,-0.006688963,-0.002396619,0.00340086
,,0.037911746,0.002134927,-0.01320132,-0.024629704,-0.00247366
,,0.028115016,0.001710864,0.048442907,0.004054025,-0.000173941
,,0.003848621,0.001713796,-0.006872852,-0.017185157,-0.000934062
,,-0.00952986,0,-0.013559322,0.005683616,-0.0073047
,,0.068567549,-0.000428266,0.006825939,-0.019621222,-0.004993885
,,-0.00338295,-0.000428082,0.017361111,0.032424702,0.005636979
,,0.043048694,0,0.017667845,-0.004039373,-0.005066362
,,-0.013917884,0,-0.007017544,0.010299093,-0.003028471
,,-0.082375479,0,0.010638298,-0.034397296,-0.013980996
,,0.009020619,-0.000855432,-0.007042254,0.019861666,0.000570116
,,0.003880983,0.000427899,-0.003508772,-0.021909136,-0.005679283
,,-0.020278834,0,0.017857143,0.072976903,0.008586781
,,-0.006297229,-0.000427716,0.029411765,-0.000221934,0.014299369
,,0.078071962,-0.000427533,0,0.018524379,-0.006179625
,,0.010288066,0.000855798,0.018726592,-0.00695863,-0.00291055
,,0.026760563,0,0.055335968,0.021777773,0.000766802
,,0.030478955,0.003434951,-0.030651341,0.001838256,-0.000420499
,,0.061633282,0,-0.02247191,-0.012244944,-0.002564307
,,0.00620155,0,-0.025547445,0.018010837,0.000823592
,,0.010971787,0.002151463,0,0.002315914,-0.0006266
,,0.029862793,-0.001718213,0.030075188,0.011466386,0.000270892
,,0.0325,-0.001287001,0.117647059,0.00140746,-0.005230982
,,0.0041841,0.002149613,0.008474576,-0.001873098,-0.005621903
,,-0.036290323,0.004317789,-0.004219409,-0.000468055,0.015115231
,,-0.011164274,0.001297017,0.004237288,0.011109665,0
,,-0.016470588,0,0.039647577,-0.032265082,-0.002235077
,,-0.048507463,-0.000863931,-0.008733624,-0.012873257,-4.79E-05
,,-0.018315018,0,-0.049792531,0.022169849,-0.004307627
,,-0.040084388,-0.001724881,0.021186441,-0.012999008,-0.008015347
,,-0.013185288,0.001295337,0,-0.021620536,-0.004437282
,,0.00488145,0.002163566,0.012875536,0.001564298,-0.002817666
,,0.058302583,0.000866176,-0.012711864,-0.0084204,-0.000547579
,,-0.024478042,0,0.048888889,0.006243241,-0.009908505
,,0.046721929,0.000866927,-0.008810573,0.015614031,0.000537279
,,0.008358663,-0.000866176,-0.046218487,0.001360575,-0.003357018
,,0.022533023,-0.002160761,-0.044176707,-0.014294176,-0.003402041
,,-0.017557252,0,0.024691358,-0.004672014,0.000862799
,,-0.006069803,0.005649718,0.042918455,0.009194189,0.005681378
,,-0.033015407,0.000434783,-0.033195021,0.006099076,-0.002719645
,,-0.043508772,0.000870322,0,0.028315912,-0.001357976
,,-0.0111034,0.00043535,0.016877637,-0.004382567,0.002185759
,,0.035945363,0.001307759,-0.01659751,0.024377821,-0.001564696
,,0.045864662,-0.00087108,-0.032128514,-0.007978848,-0.007423112
,,0.017597552,0.00130833,-0.011904762,-0.007232851,-0.006052851
,,-0.043191801,-0.00087146,0.008,-0.024556772,-0.002785064
,,-0.013718412,0.00087222,0.033057851,0.015238161,-0.000379637
,,-0.010007148,0.005260851,0.021097046,0.01428404,-0.00189459
,,0.033998522,0.000877578,-0.032653061,0.039692015,-0.000156595
,,-0.023104693,0.001318102,0.004098361,0.017844078,0.00511792
,,0.013909224,-0.000439174,0.012448133,0.042626639,0.002529803
,,0.03250189,0.001319261,0.016877637,0.024084102,-0.008749092
,,0.038461538,-0.00043956,-0.01659751,0.076941723,0.007421263
,,-0.032649962,-0.000878349,-0.004132231,-0.026093598,-0.0012438
,,-0.047033285,0,-0.004115226,-0.015840042,-0.005317376
,,0.068832173,0.000439367,-0.02016129,0.004392648,0.002343509
,,0.009367681,0,0.012244898,0.007189371,0.021429827
,,0.017474186,-0.000877963,0.025104603,-0.027156077,0.010390058
,,0.038778878,0.000439174,0.008438819,-0.001343219,-0.013053901
,,0.0210615,0,0.017167382,0.043127364,0.009393214
,,0.043975374,-0.001315789,0.013043478,0.022624694,-0.005640362
,,-0.018134715,0.001317523,0.004366812,-0.027303136,-0.000739427
,,0.032085561,-0.000438982,0.060185185,0.006170243,-0.001543688
,,-0.0475382,-0.000877193,-0.018181818,0.039625612,4.65E-05
,,0.051785714,0.000438789,0,-0.027215612,-0.005054786
,,0.006289308,0.002198769,-0.009009009,-0.003378092,-0.001349202
,,-0.022827041,0.000439947,0.01369863,0.008251272,0.003072046
,,-0.035563082,-0.000879121,-0.013513514,-0.035702016,0.006192495
,,-0.007563025,0.002202643,0.027777778,-0.040834618,-0.003513606
,,0.043859649,-0.001319842,-0.027027027,-0.006274068,-0.001015385
,,0.114369501,-0.003943909,0.037383178,-0.011651089,-0.00684914
,,0.024024024,0.003076923,-0.02283105,-0.018537577,0.007285758
,,0.060509554,-0.001316945,0.013888889,-0.027649086,-0.009939404
,,0.007486631,0.000878735,-0.018181818,0.006703647,0.005709152
,,-0.006376196,-0.000877963,0.009174312,-0.030365886,0.000657601
,,0.087861272,0,-0.009090909,0.039331194,-0.002843209
,,0.029761905,0,-0.004524887,0.037962168,-0.00747942
,,-0.018691589,-0.000877193,0.004545455,0.028610427,-0.00400075
,,-0.079569892,-0.003060778,0.018518519,-0.000802268,-0.003944614
,,-0.025157233,0.000437445,0.009345794,0.049361583,-0.000292482
,,-0.015479876,0.002631579,0.009433962,-0.001401149,-0.000312555
,,-0.010214505,0.000438789,-0.013953488,0.034767732,-0.00094685
,,-0.001020408,0.001758242,0.023809524,-0.056328586,-0.000800153
,,-0.015075377,-0.000878349,0,-0.021409062,-0.00412459
,,-0.050572519,0,0,0.008915545,-0.00056099
,,0.005758157,0.001759789,-0.009433962,0.014791155,-0.003996049
,,0.002887392,-0.000439754,0,-0.001642283,-0.004093962
,,0.011684518,0.000880282,-0.036363636,-0.004902695,0.005319494
,,0.046890928,-0.001757469,-0.009009009,-0.002431801,0.00147064
,,-0.018018018,-0.000439174,0.01369863,-0.021000971,-0.004605702
,,0.001002004,-0.000877578,0,0.032660797,0.002195631
,,-0.004985045,0.000878349,0.013888889,0.029684627,0.000229596
,,0.048066876,0,0.018867925,0.009407432,0.003506101
,,-0.029411765,0.000879121,0.00952381,0.024556836,-0.000500621
,,-0.016949153,-0.000878349,0.060606061,0.013323848,-0.003740611
,,-0.036503362,-0.001315789,0,-0.026798979,-0.002909189
,,0.052578362,-0.000438404,-0.005025126,0.055041544,-0.000894334
,,-0.048123195,-0.000438212,0.020512821,-0.045021217,0.007856864
,,0.055894309,0,-0.015151515,-0.003764188,-0.001549938
,,0.023933403,0,-0.005025126,-0.050804601,-0.004563892
,,0.073743017,0.000877193,0.015306122,-0.005194876,-0.004962189
,,0.025200458,-0.000438404,0.005128205,0.00605152,-0.005569837
,,-0.03,0.001756697,0,0.008320737,-0.002515105
,,0.038062284,-0.00219106,-0.005102041,-0.003041657,0.000260421
,,-0.025842697,0.001316367,-0.071090047,-0.00822718,0.009373745
,,-0.026258206,0.000438982,-0.018604651,0,0.010114825
,,0.00109529,0.000439174,-0.01826484,0.022990602,-0.002094717
,,0.016703786,0.001319261,0.004587156,-0.013000318,0.000135
,,0.020454545,-0.001317523,0.009259259,-0.021128097,0.000285081
,,0,0.000879121,-0.01369863,-0.015201463,-0.002902381
,,-0.011235955,0.001320423,0.004587156,-0.000800139,0.003789396
,,0.034883721,0.001322168,-0.031111111,0.014915071,-0.003899277
,,0.017751479,0,0.00896861,0.020976412,0.013098804
,,-0.008215962,0,0,0.007237602,-0.005376155
,,-0.02293578,0.000882223,-0.021929825,0.021598794,-0.005874038
,,0.011600928,0.003985828,0.013333333,0.017050138,-0.000469303
,,-0.018223235,0.002219263,0.022727273,0.022762905,-0.005377893
,,0.022118743,0.000888494,0.009174312,-0.050247939,0.008816752
,,0.045012165,0,0,-0.021699695,-0.000665822
,,0.179340029,-0.00044405,-0.00456621,-0.012485411,-0.01343389
,,0.060882801,0.001333926,-0.009049774,0.056763424,0.007518834
,,0.078817734,-0.000444444,0.004545455,0.064679656,-0.002496712
,,-0.004901961,0,0.023255814,0.016767062,0.007602091
,,-0.012903226,0,-0.01826484,-0.006171697,0.003397435
,,0.003236246,0,0,-0.031948739,-0.000847385
,,-0.004830918,0.001780944,0.013888889,0.02290228,0.001199811
,,0.008116883,0,-0.01369863,-0.008468286,-0.003920353
,,-0.004846527,0,0,0.008232527,-0.008015953
,,-0.044753086,0.000445434,0.042857143,0.003371544,-0.001777606
,,0.009345794,0.000445633,-0.014084507,0.011470734,0.005586676
,,-0.021341463,0.002680965,0.009478673,0.002486325,0.002235674
,,-0.049275362,0,0.004761905,-0.059305062,0.005438955
,,0.002906977,-0.000446628,0,0.038529854,0.003448831
,,0.036144578,-0.000446429,0,-0.007234254,-0.000613867
,,-0.013372957,0,-0.004739336,-0.028108979,-0.004283674
,,-0.10026738,0.002685765,-0.014018692,0.013659985,0.000165362
,,0.01217862,0.003143242,-0.004651163,-0.016917485,-0.015553856
,,-0.052564103,0.002701486,0.04368932,-0.056687688,-0.000364911
,,-0.023779725,0.00045045,-0.028301887,-0.067247181,-0.005985001
,,0.059681698,0,-0.004694836,0.028777549,0.003206168
,,0.054545455,0.00135318,0.014285714,-0.012254806,-0.014284676
,,0.027298851,0.001355014,-0.009433962,-0.016418064,0.005620223
,,-0.015558699,0.000451875,0,-0.023551974,0.012431341
,,-0.030178326,0,0.024154589,-0.005236842,-0.004187041
,,0.001373626,-0.002254283,0.004854369,0.019824013,-0.001437839
,,-0.030625832,-0.00180018,0.035175879,0.011563742,-0.006542512
,,-0.071693449,-0.002245173,-0.019704433,-0.043280827,0.003866295
,,0.024050633,0.000449236,-0.009756098,0.002714709,-0.001573403
,,-0.019851117,0.00405954,-0.004854369,0.027357319,-0.002427492
,,-0.071428571,-0.001351351,0.004878049,-0.015464111,-0.00683572
,,-0.006864989,-0.000450248,0.009852217,-0.01908668,0.008047318
,,-0.059203445,0,0.015,-0.010646931,0.002475453
,,-0.024159664,-0.000450045,-0.014778325,0.041083971,0.002206347
,,0.033659066,-0.001796945,0,0.004547643,-0.010445878
,,0.026755853,0,0.020100503,0.055586013,-0.01578206
,,-0.004439512,0,0.020512821,0.016570155,0.008679611
,,-0.00989011,-0.000897666,-0.044117647,-0.042894501,-0.001294003
,,-0.003285871,0.001798561,0,-0.005177122,0.001971341
,,-0.052904564,0.001801802,-0.004878049,-0.007183059,0.014920043
,,0.033226152,0.000901713,-0.009661836,0.012740263,-0.007761307
,,0,0.002712477,0.014705882,-0.006721559,-0.005819677
,,0.044792833,0.000904977,-0.037735849,-0.043247588,0.007928093
,,-0.005567929,0.001359311,0.00952381,0.008971687,0.013412067
,,0.05399061,-0.000905387,-0.009433962,-0.014740595,-0.00461198
,,0.04029304,0.000906208,0,0.013191166,0.012327713
,,-0.002436054,-0.000452899,0.004739336,-0.018809582,-0.000536132
,,-0.062785388,-0.000452694,0,0.022992961,0.007986109
,,0.017421603,0.002268603,-0.023148148,0.020400092,0.00528177
,,0.015330189,0,-0.01369863,0.013171671,0.000452928
,,0.056039851,0,-0.01793722,0.035579948,-0.008274898
,,-0.002484472,0.000908265,-0.021929825,-0.039571629,-0.00049884
,,0.033376123,-0.000453926,0.470967742,0.028549138,-0.0074172
,,0.022309711,0.000908678,0.033333333,0.046163211,-0.00236611
,,-0.109813084,-0.000907853,0.013513514,0.026979031,-0.01132057
,,0.020262217,-0.001812415,0.020689655,-0.088981789,-0.004705242
,,-0.053047404,0.000453309,0.021126761,0.013630877,-0.004582073
,,0.004535147,-0.001809955,0.100775194,-0.006503917,0.000445342
,,0.046263345,0.000452694,0.0078125,-0.007759658,0.010052463
,,-0.003546099,-0.001807501,-0.007751938,0.010190351,0.026242241
,,-0.010526316,0.006824386,0,-0.000783259,0.016157815
,,0.002344666,0.000910747,0,-0.019694914,0.001163859
,,0.058312655,0.000455581,0.0078125,0.008505091,-0.000500005
,,-0.012254902,0.001368613,0.05785124,0.013591649,0.002306351
,,-0.051162791,-0.002275831,-0.032,-0.036039444,-0.000996209
,,-0.049723757,-0.002270663,0,0.027707221,0.00080272
,,-0.030010718,0.001819836,0,0.033441815,-0.009134294
,,0.018558952,-0.001363017,-0.007936508,-0.029353266,0.002274805
,,0.008810573,-0.000907853,-0.038167939,-0.01129762,0.0101922
,,0.007769145,0,0.015503876,-0.005356481,-0.005164187
,,-0.007709251,-0.000453721,0,-0.016335102,-0.009942758
,,0.044879171,-0.000453515,0.0078125,-0.009947585,-0.002238163
,,0.006952491,-0.000453309,-0.037593985,-0.022846993,-0.002479006
,,-0.055798687,0.000907441,0.023076923,0.028747716,0.002965473
,,-0.00867679,-0.000906618,-0.022556391,0.023033686,-0.001887676
,,0.008752735,0.00181653,-0.022058824,0.00384299,-0.003061219
,,-0.005440696,0.002275831,0.007407407,0.023938935,-0.001983342
,,-0.056468172,0.001823985,0,0.003420226,0.000130236
,,0.059847661,0.000456204,-0.042553191,0.000792959,-0.005702702
,,0.0110011,-0.001366743,0.007142857,0.0026502,-0.003281325
,,0.008879023,-0.000910332,0,0.016144452,-0.008646654
,,0.006703911,0.000911162,0.007194245,0.012805477,0.003001106
,,-0.025054466,-0.003178928,-0.007142857,-0.013971251,-0.005537012
,,-0.004338395,0.003189066,-0.020979021,0.040825752,0.002697222
,,0.024444444,0.003199269,0.059259259,-0.01378901,0.010378696
,,-0.020674646,0.000914913,-0.028776978,-0.021845086,-0.005602864
,,0.086288416,0.000457666,0,-0.034139662,-0.001565162
,,0.002369668,-0.000914495,-0.007142857,0.057301217,-0.004007868
,,0.065656566,0.001373626,-0.027777778,0.00973131,-0.003552615
,,-0.005025126,-0.001371742,0.006993007,-0.038767781,0.001703251
,,0.064171123,0.001373626,0.028776978,0.014926387,-0.00944231
,,-0.053164557,-0.000914913,0,0.00849222,0.004704285
,,-0.005037783,-0.003191974,0,0.042212103,0.005634702
,,-0.057007126,0.000456204,-0.021126761,0.000857253,0.00279814
,,-0.009411765,0.000913242,-0.020689655,-0.029102914,-0.000940039
,,0.040391677,0.001371742,0.028368794,-0.011775511,0.006843341
,,-0.03084223,0,0.014388489,-0.046991966,0.007081439
,,0.002378121,0.000457457,-0.014184397,0.022140024,-0.000319286
,,0.034440344,0.00923361,0.014388489,-0.072733126,0.005366717
,,-0.022836538,0,0,0.093315103,0.007122399
,,-0.049142857,0,0.01459854,-0.003494004,-0.002217664
,,0.030624264,-0.000461467,0.096,0.086062151,-0.008426082
,,0.029090909,0,-0.007936508,-0.027887368,-0.005501988
,,0.03125,0.000923788,0.041322314,-0.030355343,-0.002008879
,,-0.02200489,0,0.025423729,0.008622371,0.004684424
,,0.035443038,0.000924642,0.026086957,0.007013606,0.008306032
,,0.13832853,0,-0.00862069,-0.003076493,0.007946597
,,0.005797101,-0.000462107,0.035714286,0.040100068,-0.004984075
,,-0.040333797,0,-0.008849558,0.011177621,-0.003415163
,,-0.001388889,-0.000923361,-0.058333333,-0.023257484,0.002416529
,,0.044992743,0,-0.008264463,0.016040751,-0.0065519
,,-0.022695035,-0.000461467,-0.024193548,-0.013235972,-0.006227789
,,0.007142857,0.000461681,0.068965517,0.042914007,0.008107147
,,0.01010101,-0.000461467,0.01754386,0.036719249,-0.008623387
,,0.028189911,0.000461681,0,-0.034548598,-0.00241328
,,0.018126888,0.000461894,0.036363636,0.069734155,-0.004842639
,,-0.007496252,0.000924642,0.009174312,-0.014564645,-0.006676627
,,0.03894081,0.000925497,-0.060344828,-0.00692499,-0.007004402
,,0.015822785,-0.001386322,0.074074074,0.011461683,-0.007003647
,,-0.010954617,-0.000923361,0,0.004461216,-0.00818231
,,-0.013888889,0,0.018867925,0.002564966,-0.000789821
,,0.033492823,0.000924214,-0.018518519,0.001927432,-0.00375307
,,0.0032,0.000462321,0.058823529,-0.021361879,-0.000228851
,,0.075731497,0.00185271,0.02,-0.019693047,0.00031477
,,-0.010221465,0.000463392,-0.029126214,0.03968343,-0.019169688
,,0.017331023,0,0.051020408,-0.011074495,0.008624798
,,0.078504673,0.000463607,-0.02970297,-0.007235207,0.012830805
,,-0.059753954,0,0,-0.074731128,0.0107664
,,-0.030664395,0.000928074,0.02020202,-0.145583865,-0.000772227
,,-0.050161812,-0.000463822,0.020618557,0.006999574,0.009358315
,,0.006514658,-0.001851852,-0.010204082,-0.037331694,0.00496923
,,-0.011272142,-0.002309469,-0.048543689,-0.036212185,-0.001017289
,,0.011400651,0.000924642,-0.037383178,0.026694339,-0.009974579
,,0,-0.001385042,0.019047619,0.048997773,0.020204016
,,0.028475712,-0.000922509,0.019417476,-0.00521527,-0.002670253
,,0.056637168,-0.001841621,0.01980198,-0.004214127,0.000749415
,,-0.010507881,-0.001838235,0,-0.035585359,-0.00117205
,,0.030685921,,-0.019417476,0.00095719,0.000418765
