RENTA_FIJA,CETES_28,VISTA,CEDEVIS,CARSO,FRESNILLO,MXN/USD
,,-0.018580782,0.001141118,0.019047619,0.008676275,0.001205738
,,0.091558818,0.00152381,-0.009433962,-0.029881181,-0.016994988
,,0.014302508,0.000381098,-0.009345794,0.00772499,-0.001010067
,,0.023255814,-0.000380952,-0.036036036,-0.010699274,-0.004546286
,,-0.004192454,0,0.057142857,-0.015780606,0.013451778
,,0.052089897,0,0,0.007578743,0.011939827
,,-0.032906764,0.001526135,-0.009433962,0.018510228,0.005087847
,,0.030131827,0.001145913,-0.009345794,0.030202303,0.000491174
,,0.002517306,0.001530222,-0.018348624,-0.007106086,-0.00193119
,,0.00739645,0.001148985,-0.026785714,0.016860428,0.004541498
,,-0.006508503,-0.000382848,0.056603774,-0.078402936,-0.016472442
,,-0.019151565,-0.000382702,-0.018518519,-0.034284653,0.014930857
,,-0.029382371,0.000382848,0.018867925,-0.015477045,-0.004783483
,,-0.005565494,0.001149866,-0.018518519,0.017174016,0.004542115
,,-0.00138944,-0.000383142,0,-0.03917659,0.000139013
,,0.020664506,0.000383289,0.028571429,0.008319237,-0.00112573
,,-0.010028079,0.00115119,-0.009433962,-0.019041919,-0.004138578
,,-0.016568047,0,-0.009345794,-0.005397654,0.004654001
,,0.000987167,0.000383877,-0.018348624,-0.026343173,-0.003599061
,,-0.027457757,-0.00229797,0,-0.024402467,0.001544837
,,-0.016058946,0,-0.009090909,0.033864304,-0.004274516
,,0.084186809,-0.005333333,0.028037383,-0.007253927,-0.001982946
,,0.022622539,-0.000761325,-0.018348624,-0.01684388,-0.005500179
,,0.001468429,-0.000380518,-0.009090909,0.01048218,0.00563451
,,-0.013860157,0,0.009174312,-0.007154937,-0.004706793
,,0.002904564,0.001906214,0,0.028760322,-0.010875989
,,-0.014919272,-0.001142422,-0.026785714,0.063296003,-0.003702005
,,0.043283582,-0.000380662,-0.01754386,0.027022682,0.020650958
,,-0.019648829,0.000761905,-0.008695652,0.023177917,-0.00917158
,,-0.017053626,-0.001141553,0.00877193,0.022147497,0.005383389
,,-0.013579246,-0.000760456,0.017857143,-0.003047619,0.00429762
,,0.00632266,-0.000380084,0.009009009,-0.010539171,0.005226705
,,-0.000815162,-0.000379939,-0.026315789,0.014516252,-0.010000638
,,0.028290025,0.000760456,-0.042016807,0.034807522,-0.005138089
,,-0.003965769,-0.000759878,0.101851852,0.021009761,-0.005266351
,,-0.013588635,0,-0.035714286,-0.008810432,0.001614056
,,-0.005731832,0.000380084,0.018181818,-0.018073142,0.005823904
,,0.068460192,0.000380228,0.009174312,0.011117119,0.015745137
,,0.007270324,0.000380373,0,-0.004748639,0.015407738
,,0.027387958,0,-0.018018018,0.016083376,-0.023713274
,,-0.038938438,0.000761325,0.018348624,0.017177633,0.001963541
,,0.01055177,0.001143293,-0.026785714,-0.015303821,0.01161868
,,-0.060512185,0.001144601,0.056603774,-0.024345776,-0.002692775
,,-0.034111311,0.002677888,-0.009345794,0.027435972,0.002645001
,,0.054258675,0.000382702,-0.027272727,0.034220151,-0.006145315
,,0.003164557,0.001533154,0.009174312,0.005879685,0.007037681
,,-0.006289308,-0.001530808,0,0.015351289,0.001004965
,,0.016190882,0,0.028301887,-0.003399799,0.00353231
,,-0.015726567,0.001917178,0,0.04529301,0.004627366
,,-0.002301255,0.001151631,0,-0.010548894,-0.004780825
,,0.0088645,0.00230858,0.039215686,-0.008714141,0.001774003
,,0.015866209,0.000384911,0.00990099,0.010567473,-0.005447957
,,0.022134561,0,-0.009803922,0.056747753,0.0088239
,,0.001976285,0.00154202,0.00990099,0.036639012,-0.004957027
,,-0.047280335,-0.000770416,-0.019417476,0.008758272,0.001950484
,,-0.004581424,0.000385356,0,0.018837993,0.013888889
,,-0.010305029,-0.001539053,-0.009615385,-0.007869368,0.014372867
,,-0.020391682,-0.000384615,-0.00952381,-0.008775351,-0.002902316
,,0.008963129,0.003473562,-0.009433962,0.00885304,-0.005791516
,,-0.058315749,-0.00192604,0.029126214,-0.005867397,0.004830694
,,0.00812222,0,0,-0.056276417,0.003322448
,,0.017312611,-0.00115429,0,0.000923719,0.000744617
,,-0.000393314,0,-0.055045872,-0.023453427,0.006563367
,,-0.009544215,0.001541426,-0.018018018,0.014644237,-0.013103689
,,0.034663442,-0.001154734,0.037383178,-0.014432878,0.004090053
,,0.028393782,0.00038506,0,0.002713508,-0.013006516
,,-0.005769627,-0.000769527,-0.036036036,0.016550507,-0.001306578
,,-0.027844551,-0.000384615,-0.034782609,-0.010913258,0.002073463
,,0.016700611,0.00308642,0.00877193,0.004567962,0.002144279
,,-0.013461925,0.003095975,-0.008695652,0.003667773,0.011923828
,,0.00383219,0.002327386,0.036036036,0.025385961,-0.003028586
,,0.007109486,0.000388048,-0.017699115,-0.020265664,0.002193831
,,0.01026062,0,0.018018018,0.002771158,0.004938451
,,-0.000615258,0.004286828,-0.026315789,-0.0027635,-0.00134692
,,0.063931922,-0.00038956,0.017857143,0.005557717,0.00188405
,,0.029656257,0.0019516,0.037037037,0.009349464,0.000971514
,,0.034394608,0,-0.009174312,0.000935821,-0.017377366
,,0.016056671,0.000390472,0.009259259,-0.019183464,-0.012616563
,,0.04284659,0.001956182,-0.035714286,0.022525059,-0.01093313
,,0.011709018,0.000391389,-0.01754386,-0.030923709,0.008978964
,,-0.063899254,0.000391543,-0.05,-0.040141079,-0.006864097
,,-0.048379938,0,0.008403361,-0.031274314,0.000719899
,,0.071836346,0.000783699,0.043859649,0.005955217,0.007900836
,,-0.03111316,0.001176932,-0.042016807,0.024384292,0.000630247
,,-0.026911864,-0.001175549,-0.008333333,0.003498155,0.00179311
,,0.007683616,0.000392003,-0.032258065,-0.01207838,0.00735238
,,-0.015353805,0.000392157,-0.008,-0.00515712,-0.008240483
,,-0.051698671,0,-0.038461538,-0.041189366,0.010870397
,,-0.009199247,0.001964637,-0.015151515,0.011672308,-0.00333008
,,-0.007676349,0.002758077,0.056,-0.006625698,0.014817872
,,0.004794663,0.001578532,-0.0234375,-0.019489695,0.016318141
,,0.02368758,0.000789889,-0.044776119,-0.01360141,-0.018158416
,,-0.010348469,0.000395101,0.007518797,-0.008734318,0.008829563
,,-0.011894825,0.001979414,-0.014814815,0.008003842,0.016294709
,,-0.001458637,-0.000395726,0.038461538,0.004018001,0.011160512
,,0.023895882,0.000792079,-0.057971014,0.00403421,0.006062461
,,0.001709767,0,0.037593985,-0.008003842,-0.001528044
,,0.05098832,-0.001186709,0.015267176,0.027957414,-0.01042562
,,-0.020677519,0.001981768,0.0234375,0.038429992,-0.010026945
,,-0.008289703,0.001190476,-0.022900763,0.00601664,0.000352039
,,0.005263158,0,0,-0.01855851,0.010362694
,,0.001757469,0,0.03968254,0.028634896,-0.013263489
,,0.03407542,0.002386635,-0.030769231,0.004340021,-0.005159206
,,-0.032102023,0.001992826,0.04,0.040798926,-0.007294361
,,-0.005249344,0.000797766,-0.015748031,-0.01954716,-0.003120085
,,0.013297872,0.000399042,-0.030534351,0.000890107,0.018184014
,,-0.022106632,0.0024,0.27184466,-0.005312273,0.018079761
,,0.052703628,-0.000799361,-0.022770398,0.004446579,0.00586116
,,0.02742616,-0.000798722,0.007648184,0.005364519,-0.010271421
,,-0.019761029,0.002401922,-0.013207547,-0.007982545,0.005791733
,,0.025689371,0.000400481,0.013384321,0.013483631,0.012700908
,,0,-0.001998401,0,-0.015051441,0.00339951
,,-0.027058014,-0.000399521,0.06300813,0.044365129,0.002136729
,,-0.005926601,-0.005957109,-0.037181996,-0.002766303,0.013652914
,,-0.003860127,0.00159109,-0.022944551,-0.000921251,0.010496519
,,0.015448467,0.002792182,-0.013207547,-0.004585137,-0.004795244
,,-0.022978148,0,-0.036363636,0.012065189,0.005941634
,,0.036423068,-0.002784407,0.037735849,-0.027948686,0.008278948
,,0.009665252,0.000397931,0.029126214,0.006336928,0.003636981
,,-0.004459047,0.000398089,-0.049815498,-0.016061315,-0.005859298
,,-0.008839265,-0.000397931,-0.028673835,0.001789773,0.007563654
,,-0.079048843,-0.000397772,0.066921606,-0.057345796,-0.009484152
,,-0.036532508,0,0.071721311,0.026852846,-0.000538455
,,-0.003291504,0.000796178,-0.092936803,0.015821058,-0.006353523
,,0.042015005,0,-0.061082024,-0.077863066,-0.003703601
,,0.01523395,0,0.021390374,-0.004828811,-0.004873547
,,0.036777978,-0.000397931,-0.007079646,-0.013541501,0.000104997
,,-0.0209852,0.000398089,0,0.00319642,-0.002189077
,,-0.02012987,0.000796813,-0.027538726,0.019536915,-0.00619229
,,-0.057335238,-0.000796178,-0.025167785,0.030216045,-0.007678211
,,0.008851379,0.001594896,0.006756757,-0.022159846,0.00777628
,,0.0229522,0.000798085,0.018932874,-0.01772009,-0.007046737
,,0.000421319,0,-0.056818182,-0.018204844,0.008550339
,,-0.002940559,-0.001593625,-0.023771791,-0.011717956,0.004647906
,,0.022771214,0.000797448,0.017741935,0.039823657,0.009714575
,,0.034444444,0.001197605,-0.004815409,0.033612456,-0.012213497
,,-0.007717751,0.000799041,0.038333333,0,-0.011840654
,,-0.019247405,0.00079968,-0.025974026,0.033900073,-0.001101884
,,0.002601908,0.003208985,-0.011235955,-0.004327356,0.000553962
,,-0.008811519,0.003219316,0,0.000866221,-0.006045949
,,0.018607706,-0.000402253,0.024671053,-0.004312427,0.0039889
,,0.057407407,0,0,0.013089142,-0.004709119
,,0.017188604,0.001208216,0,0.008814766,-0.013027599
,,-0.00794207,-0.000402576,0.027027027,0.032754351,0.018296947
,,-0.00787949,0.000805802,0.005093379,-0.015222419,0.003312519
,,-0.009412305,0.000403063,0.049910873,-0.008003842,0.00671332
,,0.012081784,0.006490872,-0.041025641,0.00806842,0.041560441
,,0.007254856,0.002440016,0.028119508,-0.055047271,-0.00146362
,,-0.015210878,-0.000812678,0.049815498,0.011135476,-0.016880637
,,-0.017659045,0.002035831,-0.028673835,0.008639757,0.012867334
,,0.014003673,-0.00405515,-0.039586919,-0.002585226,0.036203482
,,0.038874314,-0.002427184,-0.006837607,0.003458891,0.004723191
,,0.015008473,-0.000404367,0.013864818,-0.014487319,-0.000725664
,,0,0,0.014059754,-0.024912333,0.012200147
,,-0.020625889,-0.003224506,0,-0.013120992,0.00533716
,,0.012239021,-0.000402901,-0.006980803,0.014188762,-0.002724176
,,-0.036308973,-0.000805153,-0.020512821,0.029083004,0.00046722
,,-0.002307337,-0.000804505,-0.044117647,-0.022570606,0.003245095
,,-0.000922084,0.000402414,0.013245033,-0.039362232,0.001607098
,,0.00649652,0.000402576,0.025466893,0.076064961,0.002836999
,,-0.015981735,0,-0.05,-0.00086402,-0.003302911
,,0.031559114,-0.001206273,-0.004815409,0.001731032,-0.004050499
,,0.028087167,0.002822581,0,0.039571711,0.000665539
,,-0.014790076,0.001211143,0.017973856,0.025825626,-0.009960822
,,0.010851218,-0.000403551,0,0.002776698,0.002308534
,,0.003873154,0.000807754,-0.030110935,0.03148629,0.002278013
,,-0.001691638,0.000808407,0.006379585,0.036597193,-0.005751215
,,-0.020359848,0.000809061,0,0.075758544,-0.002525327
,,0.006433167,0.000809717,0.03125,0.02822051,2.37E-05
,,-0.013631022,0,0.006622517,0.025136906,0.000804986
,,-0.020938794,-0.001616815,-0.006578947,-0.013724101,-0.006439586
,,0.004391033,0.001214083,-0.012987013,-0.006596886,0.003831327
,,0.006513143,0,-0.011235955,0.01111704,-0.009154295
,,0.010340776,-0.000808734,0.045302013,0.022042449,0.004199879
,,0.016483516,-0.038491446,0.01188455,-0.002493426,-0.007630339
,,0.027239264,-0.005413766,-0.005067568,-0.042933073,-0.001925729
,,0.036104755,0.007794232,-0.055821372,-0.013905231,0.004588014
,,-0.010566038,-0.00038956,0,0.007109771,0.006488426
,,0.030326594,0.000389712,0.064516129,0.005851121,-0.007287889
,,0.051226158,0.000389864,0,-0.005602845,-0.005095282
,,0.003006286,0.000390016,0.027923211,-0.011713343,0.005696924
,,0.002465753,-0.000779423,-0.027164686,0.005998929,0.007043331
,,-0.030801912,-0.00116777,-0.018333333,-0.022185444,-0.001785588
,,0.02952433,0.000389408,-0.019607843,-0.003548764,0.020603663
,,-0.000546448,0.000779423,0.013245033,-0.029182879,0.000731884
,,-0.024780176,0.000780031,0.006666667,0.03696543,0.012820279
,,0.019836957,-0.000389864,-0.006622517,0.026977447,-0.001819472
,,0.020521353,0,0,0.017993673,0.005801186
,,0.0126369,-0.00077912,-0.025806452,0.008419,0.003519898
,,-0.007248397,-0.000389408,-0.004815409,-0.034833743,-0.008503381
,,0.00504343,0.001950839,0.031456954,0.000213881,-0.002512517
,,-0.012178245,-0.00194704,0,-0.013919646,-0.001462987
,,0.002775465,0,-0.036682616,0.008722476,-0.001557285
,,0.033859397,0.00234192,-0.012598425,0.000851698,-0.00543289
,,0.036893782,0.001172333,0.012759171,-0.006557377,0.0075912
,,0.019411586,0.001565558,0.011290323,-0.009408264,-0.008736059
,,0.03354232,0.000391543,0,-0.020523767,-0.001508693
,,0.035714286,-0.001953888,-0.017432647,0.017967575,-0.002001589
,,0,0.001173709,0.024350649,0.026573727,-0.001509366
,,-0.004203039,0.003139717,-0.01754386,-0.011239529,0.000179008
,,-0.015908368,0,0.011290323,-0.043780671,-0.005536336
,,-0.025124069,-0.000392311,-0.023622047,0.035051633,0.008515859
,,0.009076682,0.001178319,-0.024577573,-0.033472634,0.001078361
,,0.016544703,0.000786164,-0.028358209,-0.022196656,-0.001238579
,,-0.024518932,0,0.012084592,-0.012922679,-0.006804459
,,-0.020370933,0.000393236,0.029548989,0.012288665,0.001124444
,,0.003968254,-0.00391696,-0.00618238,-0.001583124,0.000583385
,,-0.005464481,0.000784006,-0.028528529,-0.031415319,-0.004651301
,,-0.00332829,0.000392157,-0.023460411,-0.018068207,0.000248921
,,-0.003918023,-0.001566171,-0.015873016,-0.014083984,-0.003125425
,,0.008204193,-0.00117325,0,-0.017143587,-0.003362225
,,0.023002798,0,0.016129032,0.099853569,-0.002285318
,,0.013228346,0.003138486,0.03021148,0.007864305,-0.002437981
,,0.005064894,0.000392465,-0.011940299,-0.012556645,-0.001924404
,,0.00095057,0.001572327,0.035548686,0.042214547,0.002092553
,,0.016097875,0.000393236,-0.010703364,0.006491603,-0.003824594
,,-0.000321854,0.000787092,0.036450079,0.001678064,0
,,0.017354289,0.002366864,-0.052552553,-0.011610068,0.000292039
,,-0.011650485,-0.002361275,-0.017699115,-0.010868674,0.003557968
,,0.041456016,0.000393701,-0.021645022,-0.029630072,0.000850649
,,0.012282497,-0.000786782,-0.048076923,-0.046287862,-0.000246334
,,-0.005766621,0.001970832,0,-0.011611112,-0.000597883
,,-0.031219192,-0.000394011,0.016759777,0.030522694,-0.000456996
,,0.021483719,0.002765705,-0.027173913,-0.012597343,-0.002483855
,,0.010515604,-0.000394945,-0.005405405,-0.030334438,-0.005099371
,,-0.02124834,0.000395101,-0.014647137,0.000740864,0.00762831
,,0.056471414,-0.000789578,-0.039641944,-0.00698902,-0.00102426
,,-0.033886818,0.001185771,0.0625,0.001842605,-0.000982324
,,0.010616438,0.000791139,-0.03030303,-0.018430096,0.003667883
,,-0.022430532,-0.002761341,0,-0.031172791,0.000240671
,,-0.001003344,-0.000394322,0,-0.039371802,-0.00635765
,,0.002010724,0.003958828,-0.019379845,0.007120092,0.00065369
,,-0.007978723,0.002778881,0.014416776,-0.011064914,-0.001736263
,,-0.033729521,-0.000793336,0.0269179,0.019467091,-0.00173906
,,0.00516629,-0.00118859,0.020604396,0.006883615,-0.00232689
,,0.017411301,0.001190004,0.005524862,0.002761049,0.003938086
,,0.063963649,0,-0.016304348,0.005203906,-0.004165337
,,-0.020876112,0.000793966,0.027932961,0.039282495,0.00408917
,,0.000684932,-0.001585414,0.094801223,-0.052264689,-0.010644306
,,-0.025692359,0.004378981,0.033175355,-0.009125076,0.013995617
,,-0.005970149,-0.002778881,0.0128,0.039380609,-0.001167372
,,-0.007897335,0.002786624,0.004823151,0.013916146,-0.003895462
,,0.016728003,0.003194888,0.011382114,-0.026385728,-0.005562076
,,-0.006976744,0.0016,-0.011254019,-0.00758503,0.007919673
,,-0.040484539,0,0.018003273,-0.00752793,0.015474929
,,0.043232458,0.00040016,-0.055641422,0.008976506,0.002390556
,,-0.032807977,-0.001199041,0.098471986,0.018621417,-0.007757596
,,0.008433344,-0.001596169,-0.006745363,-0.031323988,-8.24E-05
,,0.013477975,0.001198562,-0.02306425,-0.009431734,0.003336345
,,-0.01521528,0.002804487,0.076241135,0.017493863,0.007220474
,,-0.038293898,0,-0.024221453,-0.012862663,-0.005053643
,,0.007212292,0.005640612,0.080373832,0.0561661,-0.008629692
,,0.095876289,-0.000805153,0.020992366,0.013772205,-0.000199423
,,-0.025125628,0.003231018,-0.04029304,0.043136735,0.001145058
,,-0.007976072,0.002023472,0.020560748,-0.001134387,0.00654294
,,0.131628432,0,0.020992366,-0.019992218,0.001509456
,,0.036647173,0.001621403,0.013539652,0.002228371,-0.001684198
,,-0.023972603,-0.000405186,-0.013358779,-0.010292037,-0.00298715
,,-0.02122905,0.005704971,-0.020560748,0,-6.48E-05
,,0.02402746,0.002860646,0.04288499,0.013787707,-0.004994431
,,-0.020179372,0,0.013833992,-0.012511269,-0.00048631
,,0.02686109,-0.00081666,0.045454545,0.016457519,0.000123057
,,0.024773889,0.001226492,0.029787234,0.033216108,-0.009432484
,,-0.024923313,0.002870029,0,0.00232414,0.002146497
,,-0.040470935,-0.002861815,-0.022869023,-0.049327024,-0.006254697
,,-0.034801136,-0.00122499,-0.006198347,0.002954701,-0.005690309
,,-0.011235955,-0.000408163,0.097505669,-0.016348477,-0.002808506
,,0.031136857,-0.004874086,0,-0.010408053,0.004502326
,,0.014695077,0.000813008,0,-0.004295686,-0.002921979
,,-0.034409365,0,0.009153318,0.024179208,0.008755827
,,-0.035909713,-0.001218027,0.023419204,0.003310588,-0.008782252
,,-0.018132975,-0.000405844,-0.006976744,-0.017687444,0.000890498
,,-0.010631229,0.001626016,-0.033707865,-0.001443262,0.01113609
,,-0.014407335,-0.002028398,-0.024122807,0.009084124,-0.009134864
,,0.007920792,0.000812018,0,0.02961519,0.010822133
,,-0.009480222,0.001219512,0.017857143,0.003366433,0.00299375
,,-0.020179372,0.00081367,-0.023965142,0.004534119,-0.001154149
,,0.001282874,0.00203832,0.006578947,0.007230933,0.001675736
,,-0.043264805,0.00122449,-0.037974684,-0.046762198,-0.003021183
,,0.038228735,0.00040833,-0.014553015,0.00950358,-0.002010074
,,0.010624598,0,0,-0.011923286,0.000180126
,,0.005829016,-0.001223491,-0.014344262,-0.008609865,-0.000423987
,,-0.003227889,0.000407997,0.023060797,0.006136077,-0.003086134
,,0.005191434,0.002864157,-0.051689861,0.00435019,-0.003916095
,,-0.001296176,-0.001225991,0,0.043858321,-0.003047431
,,0.038707506,-0.001631987,0.008016032,-0.031855068,-0.012609431
,,0.020260989,-0.001629328,0.037422037,-0.000732185,-0.007561415
,,0.013574661,0.000815328,0.014767932,0.029763251,0.014820914
,,-0.024448217,-0.001221498,0,0.014145894,-0.000737071
,,-0.03125,-0.00081367,0.023758099,0.020264077,-0.00045689
,,0.000329056,-0.002435065,-0.023206751,-0.01420826,-0.001203596
,,-0.022829582,-0.00040568,-0.006289308,-0.030549291,0.006840228
,,0.025387405,0.000812018,-0.030487805,0.003366311,-0.028933939
,,0.100907441,0.000406174,-0.014028056,-0.029405892,-0.005893507
,,0.005474453,0.002851324,-0.007952286,0.007682318,-0.001505757
,,-0.00036483,0.001223491,0.008016032,-0.004007943,-0.000619634
,,-0.00508167,-0.003252033,0,-0.023812911,-0.007827509
,,0.02037037,0,-0.060263653,-0.016424986,-0.005155033
,,-0.004424779,0.000406669,-0.039783002,-0.014820176,0.001531377
,,-0.029001074,-0.001218522,-0.019503546,0.000689786,0.008961582
,,0.027593819,-0.000811688,-0.042444822,-0.020588434,-0.006169691
